editorial_key,highlight_key,title,editor,topic,ref,doi
/content/316/5821/twil,/sci/316/5821/19.4.full.html,A Less Radical Pathway,Jake Yeston,Chemistry,"J. Am. Chem. Soc. 129, 10.1021/ja070023e (2007)",10.1021/ja070023e
/content/316/5821/twil,/sci/316/5821/21.1.full.html,SERS from Sharp Silver,Phil Szuromi,Chemistry,"Nano Lett. 7, 10.1021/nl070157q (2007)",10.1021/nl070157q
/content/316/5821/twil,/sci/316/5821/21.2.full.html,The Evolution of Origins,Guy Riddihough,Molecular Biology,"Proc. Natl. Acad. Sci. U.S.A. 104, 5806 (2007)",NA
/content/316/5821/twil,/sci/316/5821/21.3.full.html,Better Bones Without Bax,Elizabeth Adler,Stke,"Proc. Natl. Acad. Sci. U.S.A. 104, 5229 (2007)",NA
/content/316/5822/twil,/sci/316/5822/174.1.full.html,Very Slow Growth,NA,Geology,"Geology 35, 327 (2007)",NA
/content/316/5822/twil,/sci/316/5822/174.2.full.html,A Peek Inside,NA,Applied Physics,"Appl. Phys. Lett. 90, 131101 (2007)",NA
/content/316/5822/twil,/sci/316/5822/174.3.full.html,A Nanomembrane,NA,Biochemistry,"EMBO J. 26, 10.1038/sj.emboj.7601661 (2007)",10.1038/sj.emboj.7601661
/content/316/5822/twil,/sci/316/5822/174.4.full.html,Approaching the Ideal,NA,Materials Science,"Phys. Rev. Lett. 98, 105503 (2007)",NA
/content/316/5822/twil,/sci/316/5822/175.1.full.html,Looking for Cancer Stem Cells,NA,Biomedicine,"Cancer Cell 11, 259 (2007)",NA
/content/316/5822/twil,/sci/316/5822/175.2.full.html,A High-Fiber Diet,NA,Microbiology,"Nat. Biotechnol. 25, 319 (2007)",NA
/content/316/5822/twil,/sci/316/5822/175.3.full.html,Networking with Your Peers,NA,Genetics,"Mol. Syst. Biol. 3, 10.1038/msb4100137 (2007)",10.1038/msb4100137
/content/316/5823/twil,/sci/316/5823/341.1.full.html,Sorting Out Lead Levels,NA,Chemistry,"Environ. Sci. Technol. 41, 10.1021/es062964h (2007)",10.1021/es062964h
/content/316/5823/twil,/sci/316/5823/341.2.full.html,Bridging System and Individual,NA,Psychology,"Psychol. Sci. 18, 267 (2007)",NA
/content/316/5823/twil,/sci/316/5823/341.3.full.html,Subversions and Transformations,NA,Cell Biology/Microbiology,"J. Cell Biol. 177, 21 (2007)",NA
/content/316/5823/twil,/sci/316/5823/341.4.full.html,Pampered by PAAMPSA,NA,Chemistry,"J. Mater. Chem. 17, 1268 (2007)",NA
/content/316/5823/twil,/sci/316/5823/343.1.full.html,Backdrop for the Future,NA,Climate Science,"Geophys. Res. Lett. 34, L06710 (2007)",NA
/content/316/5823/twil,/sci/316/5823/343.2.full.html,Simply Hexagonal Stacks,NA,Materials Science,"Nano Lett. 7, 10.1021/nl070058c (2007)",10.1021/nl070058c
/content/316/5823/twil,/sci/316/5823/343.3.full.html,Sigmoid Overrules Hyperbolic,NA,Stke,"Cell 129, 123 (2007)",NA
/content/316/5824/twil,/sci/316/5824/516.1.full.html,Reducing Together,Phil D. Szuromi,Materials Science,"J. Am. Chem. Soc. 129, 10.1021/ja0706347 (2007)",10.1021/ja0706347
/content/316/5824/twil,/sci/316/5824/516.2.full.html,Improving the Balance Sheet,Gilbert J. Chin,Biotechnology,"Proc. Natl. Acad. Sci. U.S.A. 103, 7246 (2006)",NA
/content/316/5824/twil,/sci/316/5824/516.2.full.html,Improving the Balance Sheet,Gilbert J. Chin,Biotechnology,"Nat. Biotechnol. 25, 10.1038/nbt1299 (2007)",10.1038/nbt1299
/content/316/5824/twil,/sci/316/5824/516.3.full.html,Are We Close Yet?,Laura M. Zahn,Genetics,"PLoS Genet. 3, e51 (2007)",NA
/content/316/5824/twil,/sci/316/5824/516.4.full.html,Heptacoordinate Mercury,Jake S. Yeston,Chemistry,"J. Am. Chem. Soc. 129, 10.1021/ja066943z (2007)",10.1021/ja066943z
/content/316/5824/twil,/sci/316/5824/517.1.full.html,A Ribbon-Cutting Ceremony,Stella M. Hurtley,Cell Biology,"EMBO J. 26, 10.1038/sj.emboj.7601686 (2007)",10.1038/sj.emboj.7601686
/content/316/5824/twil,/sci/316/5824/517.2.full.html,Alleviating Allergies,Stephen J. Simpson,Immunology,"Nat. Med. 13, 10.1038/nm1563; 10.1038/nm1580 (2007)",10.1038/nm1563
/content/316/5824/twil,/sci/316/5824/517.3.full.html,An Electrical Spin on Magnetism,Ian S. Osborne,Applied Physics,"Phys. Rev. Lett. 98, 147204 (2007)",NA
/content/316/5825/twil,/sci/316/5825/662.1.full.html,Survival Aids,Pam Hines,Evolution,"Mycol. Res. 111, 10.1016/j.mycres.2007.03.019 (2007)",10.1016/j.mycres.2007.03.019
/content/316/5825/twil,/sci/316/5825/662.2.full.html,Outside Inside,Stella Hurtley,Cell Biology,"J. Cell Biol. 177, 329 (2007)",NA
/content/316/5825/twil,/sci/316/5825/662.2.full.html,Outside Inside,Stella Hurtley,Cell Biology,"PLoS Pathog. 3, e36 (2007)",NA
/content/316/5825/twil,/sci/316/5825/662.2.full.html,Outside Inside,Stella Hurtley,Cell Biology,"PLoS Biol. 4, e435 (2006)",NA
/content/316/5825/twil,/sci/316/5825/662.3.full.html,A Material Difference for DFT,Phil Szuromi,Chemistry,"Phys. Rev. Lett. 98, 176103 (2007)",NA
/content/316/5825/twil,/sci/316/5825/662.4.full.html,Through the Side Door,Gilbert Chin,Biochemistry,Proc. Natl. Acad. Sci. U.S.A. 10.1073/pnas.0700814104 (2007),10.1073/pnas.0700814104
/content/316/5825/twil,/sci/316/5825/663.1.full.html,Water Lends a Hand,Marc Lavine,Chemistry,"J. Am. Chem. Soc. 129, 5735 (2007)",NA
/content/316/5825/twil,/sci/316/5825/663.2.full.html,miRNAs Have Big Effects in the Heart,Nancy Gough,Stke,"Nat. Med. 13, 486 (2007)",NA
/content/316/5825/twil,/sci/316/5825/663.2.full.html,miRNAs Have Big Effects in the Heart,Nancy Gough,Stke,"Cell 129, 303 (2007)",NA
/content/316/5826/twil,/sci/316/5826/799.1.full.html,Not So Cozy,Joanne Baker,Astronomy,"Astrophys. J. 660, L149 (2007)10.1111/j.1469-8137.2007.02103.x (2007)",10.1111/j.1469-8137.2007.02103.x
/content/316/5826/twil,/sci/316/5826/799.2.full.html,Sourcing Methane,H. Jesse Smith,Atmospheric Science,"Nature 439, 187 (2006)",NA
/content/316/5826/twil,/sci/316/5826/799.2.full.html,Sourcing Methane,H. Jesse Smith,Atmospheric Science,New Phytol. 10.1111/j.1469-8137.2007.02103.x (2007),10.1111/j.1469-8137.2007.02103.x
/content/316/5826/twil,/sci/316/5826/799.3.full.html,Building from the Inside Out,Caroline Ash,Microbiology,"Proc. Natl. Acad. Sci. U.S.A. 104, 7116 (2007)",NA
/content/316/5826/twil,/sci/316/5826/799.4.full.html,Pas des Yeux,Gilbert Chin,Psychology,"Psychol. Sci. 18, 407 (2007)",NA
/content/316/5826/twil,/sci/316/5826/801.1.full.html,Shaped by a Protein,Marc Lavine,Chemistry,"Angew. Chem. Int. Ed. 46, 3066 (2007)",NA
/content/316/5826/twil,/sci/316/5826/801.2.full.html,Full to Bursting,Stella Hurtley,Cell Biology,"J. Cell Biol. 177, 289 (2007)",NA
/content/316/5826/twil,/sci/316/5826/801.3.full.html,Just the Right Amount of Guidance,L. Bryan Ray,Stke,"Nat. Neurosci. 10, 588 (2007)",NA
/content/316/5827/twil,/sci/316/5827/955.1.full.html,Hunting in Forests,Andrew Sugden,Ecology/Evolution,"Biotropica 39, 328; 289 (2007)",NA
/content/316/5827/twil,/sci/316/5827/955.2.full.html,Probing Neurodegeneration,Paula Kiberstis,Virology,"Genes Dev. 21, 1086 (2007)",NA
/content/316/5827/twil,/sci/316/5827/955.3.full.html,Aligned for Speed,Phil Szuromi,Chemistry,"J. Am. Chem. Soc. 129, 10.1021/ja071362a(2007)",10.1021/ja071362a(2007
/content/316/5827/twil,/sci/316/5827/955.4.full.html,To Know a Tortured Flow,Marc Lavine,Applied Physics,"J. Non-Newtonian Fluid Mech. 143, 59 (2007)",NA
/content/316/5827/twil,/sci/316/5827/957.1.full.html,Melting Faster,H. Jesse Smith,Climate Science,"Geophys. Res. Lett. 34, L09501 (2007)",NA
/content/316/5827/twil,/sci/316/5827/957.2.full.html,Shifting Landscapes,Caroline Ash,Virology,"Proc. Natl. Acad. Sci. U.S.A. 104, 7711 (2007)",NA
/content/316/5827/twil,/sci/316/5827/957.3.full.html,Who You Are Versus Where You Are,Nancy Gough,Stke,"PLoS Comp. Biol. 3, e59 (2007)",NA
/content/316/5828/twil,/sci/316/5828/1099.1.full.html,Superglues for Tissues,NA,Materials Science,"Nat. Mater. 6, 385 (2007)",NA
/content/316/5828/twil,/sci/316/5828/1099.2.full.html,Straining Pathogen Sequences,NA,Biotechnology,"PLoS ONE 2, e419 (2007)",NA
/content/316/5828/twil,/sci/316/5828/1099.3.full.html,Reversible Atomic Memories,NA,Applied Physics,"Phys. Rev. Lett. 98, 193601 (2007)",NA
/content/316/5828/twil,/sci/316/5828/1099.4.full.html,Boron Swap,NA,Chemistry,"J. Am. Chem. Soc. 129, 6507 (2007)",NA
/content/316/5828/twil,/sci/316/5828/1101.1.full.html,Pulling on a Trailor Hitch,NA,Biochemistry,"Biophys. J. 92, 10.1529/biophysj.107.104158 (2007)",10.1529/biophysj.107.104158
/content/316/5828/twil,/sci/316/5828/1101.2.full.html,Love Thy Neighbor,NA,Genetics,"Mol. Ecol. 16, 10.1111/j.1365-294X.2007.03259x (2007)",10.1111/j.1365-294X.2007.03259x
/content/316/5828/twil,/sci/316/5828/1101.3.full.html,Selecting the Thymic Rank and File,NA,Immunology,"J. Exp. Med. 204, 10.1084/jem.20062497 (2007)",10.1084/jem.20062497
/content/316/5829/twil,/sci/316/5829/1255.1.full.html,Tropical Forest Slows Down,Andrew Sugden,Ecology/Evolution,"Ecol. Lett. 10, 461 (2007)",NA
/content/316/5829/twil,/sci/316/5829/1255.2.full.html,Aperiodic Polymer Tiles,Marc Lavine,Materials Science,"Phys. Rev. Lett. 98, 195502 (2007)",NA
/content/316/5829/twil,/sci/316/5829/1255.3.full.html,Patterned Graphene Transport,Ian Osborne,Applied Physics,"Phys. Rev. Lett. 98, 206805 (2007)",NA
/content/316/5829/twil,/sci/316/5829/1255.4.full.html,A Powerhouse Conversion,Laura M. Zahn,Genetics,Proc. R. Soc. London Ser. B 10.1098/rspb.2007.0169 (2007),10.1098/rspb.2007.0169
/content/316/5829/twil,/sci/316/5829/1257.1.full.html,Death Valley in Slow Motion,Brooks Hanson,Geology,J. Geophys. Res. 10.1029/2006JB004350 (2007),10.1029/2006JB004350
/content/316/5829/twil,/sci/316/5829/1257.2.full.html,"You Did It, It Did It",Gilbert Chin,Psychology,"Psychol. Sci. 18, 469 (2007)",NA
/content/316/5829/twil,/sci/316/5829/1257.3.full.html,How H-Bonding Helps,Jake Yeston,Chemistry,"Angew. Chem. Int. Ed. 46, 10.1002/anie.200700298 (2007)",10.1002/anie.200700298
/content/316/5829/twil,/sci/316/5829/1257.4.full.html,Living Optical Fibers,Nancy Gough,Stke,"Proc. Natl. Acad. Sci. U.S.A. 104, 8287 (2007)",NA
/content/316/5830/twil,/sci/316/5830/1395.1.full.html,Starting at the End,Beverly Purnell,Development,"Dev. Cell 12, 10.1016/j.devcel.2007.03.018 (2007)",10.1016/j.devcel.2007.03.018
/content/316/5830/twil,/sci/316/5830/1395.2.full.html,Quantum Dots Heated into Harmony,Ian Osborne,Applied Physics,"Appl. Phys. Lett. 90, 213110 (2007)",NA
/content/316/5830/twil,/sci/316/5830/1395.3.full.html,Long Intervals in the Islands,Phil Szuromi,Surface Science,"Phys. Rev. Lett. 98, 206108 (2007)",NA
/content/316/5830/twil,/sci/316/5830/1395.4.full.html,Mantle Melting Mechanisms,Joanne Baker,Geochemistry,Geochim. Cosmochim. Acta 10.1016/j.gca.2007.04.011 (2007),10.1016/j.gca.2007.04.011
/content/316/5830/twil,/sci/316/5830/1395.5.full.html,Form Follows Function,Caroline Ash,Microbiology,"J. Bacteriol. 189, 10.1128/JB.01948-06 (2007)",10.1128/JB.01948-06
/content/316/5830/twil,/sci/316/5830/1397.1.full.html,Tinkering with Protein Structure,Gilbert Chin,Biochemistry,"Proc. Natl. Acad. Sci. U.S.A. 104, 9278 (2007)",NA
/content/316/5830/twil,/sci/316/5830/1397.2.full.html,NEMO: An Adaptive Regulator,Nancy Gough,Stke,"Nat. Immunol. 8, 592 (2007)",NA
/content/316/5831/twil,/sci/316/5831/1542.1.full.html,Thinking Unselfishly,Gilbert J. Chin,Psychology,"Psychol. Sci. 18, 600 (2007)",NA
/content/316/5831/twil,/sci/316/5831/1542.2.full.html,Volcanic Shakeup,Brooks Hanson,Geology,"Geology 35, 539 (2007)",NA
/content/316/5831/twil,/sci/316/5831/1542.3.full.html,Fish Fatalities in the Field,Beverly A. Purnell,Environmental Science,"Proc. Natl. Acad. Sci. U.S.A. 104, 8897 (2007)",NA
/content/316/5831/twil,/sci/316/5831/1542.4.full.html,Circumventing Host Mismatches,Caroline Ash,Microbiology,"Cell 129, 891 (2007)",NA
/content/316/5831/twil,/sci/316/5831/1543.1.full.html,Staying in Touch with Satellites,Paula A. Kiberstis,Development,"Cell 129, 999 (2007)",NA
/content/316/5831/twil,/sci/316/5831/1543.2.full.html,Clean Up on Graphene,Phil D. Szuromi,Applied Physics,"Nano Lett. 7, 10.1021/nl070613a (2007)",10.1021/nl070613a
/content/316/5831/twil,/sci/316/5831/1543.3.full.html,Whole Numbers for Half Cells?,Jake S. Yeston,Chemistry,"J. Am. Chem. Soc. 129, 10.1021/ja067794n (2007)",10.1021/ja067794n
/content/316/5832/twil,/sci/316/5832/1670.1.full.html,Fish Fatalities While Feeding,Caroline Ash,Environmental Science,"Proc. Natl. Acad. Sci. U.S.A. 104, 9715 (2007)",NA
/content/316/5832/twil,/sci/316/5832/1670.2.full.html,Droplets Hanging Around,Phil Szuromi,Chemistry,"J. Phys. Chem. B 111, 10.1021/jp069063f (2007)",10.1021/jp069063f
/content/316/5832/twil,/sci/316/5832/1670.3.full.html,Bacterial Drug Design,Gilbert Chin,Biochemistry,"Proc. Natl. Acad. Sci. U.S.A. 104, 10388 (2007)",NA
/content/316/5832/twil,/sci/316/5832/1670.4.full.html,Early Reversals,H. Jesse Smith,Climate Science,Earth Planet. Sci. Lett. 10.1016/j.epsl.2007.05.005 (2007),10.1016/j.epsl.2007.05.005
/content/316/5832/twil,/sci/316/5832/1671.1.full.html,A Chain to Break Nitrogen,Jake Yeston,Chemistry,"J. Am. Chem. Soc. 129, 10.1021/ja069199r (2007)",10.1021/ja069199r
/content/316/5832/twil,/sci/316/5832/1671.2.full.html,Finding Bigfoot,Laura M. Zahn,Genetics,"Plant Cell 19, 10.1105/tpc.107.050419 (2007)",10.1105/tpc.107.050419
/content/316/5832/twil,/sci/316/5832/1671.3.full.html,Dendrites Are Only a CLICK Away,John F. Foley,Stke,"Neuron 54, 755 (2007)",NA
/content/316/5833/twil,/sci/316/5833/1814.1.full.html,"I Think, You Behave",Gilbert Chin,Psychology,"J. Pers. Soc. Psychol. 92, 585 (2007)",NA
/content/316/5833/twil,/sci/316/5833/1814.2.full.html,Detour to Allylic Amines,Jake Yeston,Chemistry,"J. Am. Chem. Soc. 129, 10.1021/ja073018j; J. Org. Chem. 72, 1063 (2007)",10.1021/ja073018j
/content/316/5833/twil,/sci/316/5833/1814.3.full.html,Retrograde Tracing,Pam Hines,Evolution,"PLoS ONE 2, e506 (2007)",NA
/content/316/5833/twil,/sci/316/5833/1814.4.full.html,Faster than Light,Joanne Baker,Astrophysics,"Astrophys. J., astro-ph/0705.2448v2 (2007)",NA
/content/316/5833/twil,/sci/316/5833/1815.1.full.html,Caught in Traffic,Paula Kiberstis,Cell Biology,"Cell 129, 1201 (2007)",NA
/content/316/5833/twil,/sci/316/5833/1815.2.full.html,Powerful Twister,Marc Lavine,Chemistry,"J. Am. Chem. Soc. 129, 10.1021/ ja070701x (2007)",NA
/content/316/5833/twil,/sci/316/5833/1815.3.full.html,Plugging Up Connexins,L. Bryan Ray,Stke,"Proc. Natl. Acad. Sci. U.S.A. 104, 10034 (2007)",NA
/content/317/5834/twil,/sci/317/5834/18.1.full.html,Fishing Induces Regime Change,NA,Ecology/Evolution,"Proc. Natl. Acad. Sci. U.S.A. 104, 10518 (2007)",NA
/content/317/5834/twil,/sci/317/5834/18.2.full.html,The Markings of Diversity,NA,Immunology,"Nat. Immunol. 8, 715 (2007)",NA
/content/317/5834/twil,/sci/317/5834/18.3.full.html,Drying and Wetting Droplets,NA,Chemistry,"J. Am. Chem. Soc. 129, 10.1021/ja071820f (2007)",10.1021/ja071820f
/content/317/5834/twil,/sci/317/5834/18.4.full.html,Guiding the Gravity Wave Search,NA,Astrophysics,"Phys. Rev. Lett. 98, 251101 (2007)",NA
/content/317/5834/twil,/sci/317/5834/19.1.full.html,Lightly Sprung,NA,Applied Physics,"Appl. Phys. Lett. 90, 253101 (2007)",NA
/content/317/5834/twil,/sci/317/5834/19.2.full.html,Convoluted Chromatography,NA,Chemistry,"Angew. Chem. Int. Ed. 46, 10.1002/anie.200605128 (2007)",10.1002/anie.200605128
/content/317/5834/twil,/sci/317/5834/19.3.full.html,A Painful Role for Ankyrin Repeats,NA,Stke,"Neuron 54, 905 (2007)",NA
/content/317/5835/twil,/sci/317/5835/170.1.full.html,Standing Tall,Pam Hines,Plant Science,"Curr. Biol. 17, 1061 (2007)",NA
/content/317/5835/twil,/sci/317/5835/170.2.full.html,Break Up to Make Up,Stella Hurtley,Cell Biology,"J. Cell Biol. 178, 43 (2007)",NA
/content/317/5835/twil,/sci/317/5835/170.3.full.html,Warming to Coastal Erosion,H. Jesse Smith,Climate Science,"Geology 35, 583 (2007)",NA
/content/317/5835/twil,/sci/317/5835/170.4.full.html,Actin Openers Gently Closed,Jake Yeston,Chemistry,"J. Am. Chem. Soc. 129, 10.1021/ja072334v (2007)",10.1021/ja072334v
/content/317/5835/twil,/sci/317/5835/171.1.full.html,The Power of Suggestion,Gilbert Chin,Psychology,"Psychol. Sci. 18, 564 (2007)",NA
/content/317/5835/twil,/sci/317/5835/171.2.full.html,OH Trapped by Magnets,Ian Osborne,Physics,"Phys. Rev. Lett. 98, 253002 (2007)",NA
/content/317/5835/twil,/sci/317/5835/171.3.full.html,Developmental Effects of Decapping,Nancy Gough,Stke,"Plant Cell 19, 1549 (2007)",NA
/content/317/5836/twil,/sci/317/5836/296.1.full.html,Electric Aftershocks,Joanne Baker,Geophysics,"J. Geophys. Res. 112, 10.1029/2005JB004196 (2007)",10.1029/2005JB004196
/content/317/5836/twil,/sci/317/5836/296.2.full.html,Smaller Harvests Than Expected,Andrew M. Sugden,Ecology/Evolution,"Biotropica 39, 476; 482; 489 (2007)",NA
/content/317/5836/twil,/sci/317/5836/296.3.full.html,Surviving a Dry Spell,Gilbert J. Chin,Biochemistry,"Proc. Natl. Acad. Sci. U.S.A. 104, 11585 (2007)",NA
/content/317/5836/twil,/sci/317/5836/296.4.full.html,Natural and Artificial Flavors,David Voss,Computer Science,"Commun. ACM 50, 13 (2007)",NA
/content/317/5836/twil,/sci/317/5836/297.1.full.html,Eats Roots and Leaves,Andrew M. Sugden,Ecology/Evolution,"Ecol. Lett. 10, 729 (2007)",NA
/content/317/5836/twil,/sci/317/5836/297.2.full.html,Different Routes to a Cluster,Phillip D. Szuromi,Chemistry,"J. Am. Chem. Soc. 129, 10.1021/ja068437f (2007)",10.1021/ja068437f
/content/317/5836/twil,/sci/317/5836/297.3.full.html,Numb Cells Keep Moving,John F. Foley,Stke,"Dev. Cell 13, 15 (2007)",NA
/content/317/5837/twil,/sci/317/5837/427.1.full.html,Recovering from a Heart Attack,Paula A. Kiberstis,Biomedicine,"Nat. Med. 13, 10.1038/nm1619 (2007)",10.1038/nm1619
/content/317/5837/twil,/sci/317/5837/427.1.full.html,Recovering from a Heart Attack,Paula A. Kiberstis,Biomedicine,Circ. Res. 10.1161/CIRCRESAHA.107.149047 (2007),10.1161/CIRCRESAHA.107.149047
/content/317/5837/twil,/sci/317/5837/427.2.full.html,A Light for the Cure,Marc S. Lavine,Chemistry,"J. Am. Chem. Soc. 129, 10.1021/ja0723737 (2007)",10.1021/ja0723737
/content/317/5837/twil,/sci/317/5837/427.3.full.html,Early Earth Mirrored in Zircon,R. Brooks Hanson,Geology,"Geology 35, 635 (2007)",NA
/content/317/5837/twil,/sci/317/5837/427.3.full.html,Early Earth Mirrored in Zircon,R. Brooks Hanson,Geology,"Geochem. Geophys. Geosyst. 8, 10.1029/2006GC001449 (2007)",10.1029/2006GC001449
/content/317/5837/twil,/sci/317/5837/427.4.full.html,Promoting Silence,Guy Riddihough,Molecular Biology,"Proc. Natl. Acad. Sci. U.S.A. 104, 10.1073/pnas.0701635104 (2007)",10.1073/pnas.0701635104
/content/317/5837/twil,/sci/317/5837/429.1.full.html,Cooler Vibrations,Ian S. Osborne,Physics,"Phys. Rev. Lett. 99, 017201 (2007)",NA
/content/317/5837/twil,/sci/317/5837/429.2.full.html,A Case of Iron Poisoning,Gilbert J. Chin,Biochemistry,"Mol. Cell 27, 29 (2007)",NA
/content/317/5837/twil,/sci/317/5837/429.3.full.html,Saddling Up Porphyrins,Jake S. Yeston,Chemistry,"Angew. Chem. Int. Ed. 46, 10.1002/anie.200701668 (2007)",10.1002/anie.200701668
/content/317/5838/twil,/sci/317/5838/572.1.full.html,Choose Calcifiers with Care,NA,Climate Science,"Biogeosciences 4, 481 (2007)",NA
/content/317/5838/twil,/sci/317/5838/572.2.full.html,Degrees of Tolerance,NA,Immunology,"Nat. Immunol. 8, 835 (2007)",NA
/content/317/5838/twil,/sci/317/5838/572.3.full.html,Getting a Leg Up,NA,Surface Science,"Phys. Rev. Lett. 99, 038301 (2007)",NA
/content/317/5838/twil,/sci/317/5838/572.4.full.html,Let's Get Sorted,NA,Cell Biology,"J. Cell Biol. 178, 323 (2007)",NA
/content/317/5838/twil,/sci/317/5838/573.1.full.html,Softening into Shape,NA,Materials Science,"Proc. Nat. Acad. Sci. U.S.A. 104, 11901 (2007)",NA
/content/317/5838/twil,/sci/317/5838/573.2.full.html,Appalachian Twins,NA,Geology,"Geol. Soc. Am. Bull. 119, 796 (2007)",NA
/content/317/5838/twil,/sci/317/5838/573.3.full.html,Hearing New Things About Calcium,NA,Stke,"Proc. Natl. Acad. Sci. U.S.A. 104, 12023 (2007)",NA
/content/317/5839/twil,/sci/317/5839/723.1.full.html,Big Bacteria Sightings,NA,Microbiology,"Int. Microbiol. 10, 97 (2007)",NA
/content/317/5839/twil,/sci/317/5839/723.2.full.html,Ensuring Milk Quality,NA,Physiology,"Genes Dev. 21, 10.1101/gad.1567207 (2007)",10.1101/gad.1567207
/content/317/5839/twil,/sci/317/5839/723.3.full.html,Silver and Its Surroundings,NA,Environmental Science,"Environ. Sci. Technol. 41, 10.1021/es062970d (2007)",10.1021/es062970d
/content/317/5839/twil,/sci/317/5839/723.4.full.html,An Early Use of Androstenedione,NA,Evolution,"Biol. Reprod. 77, 10.1095/biolreprod.107.061093 (2007)",10.1095/biolreprod.107.061093
/content/317/5839/twil,/sci/317/5839/725.1.full.html,The Red and the Blue,NA,Astrophysics,"Astrophys. J. 664, 640 (2007)",NA
/content/317/5839/twil,/sci/317/5839/725.2.full.html,Strong Solvent Imprint,NA,Chemistry,"Angew. Chem. Int. Ed. 46, 10.1002/anie.200702273 (2007)",10.1002/anie.200702273
/content/317/5839/twil,/sci/317/5839/725.3.full.html,A Needle in a Haystack,NA,Cell Biology,"J. Cell Biol. 178, 363 (2007)",NA
/content/317/5840/twil,/sci/317/5840/872.1.full.html,Open and Shut,David Voss,Applied Mathematics,"SIAM J. Sci. Comput. 29, 1550 (2007)",NA
/content/317/5840/twil,/sci/317/5840/872.2.full.html,Islands of Silence,Guy Riddihough,Molecular Biology,"Mol. Cell 27, 353 (2007)",NA
/content/317/5840/twil,/sci/317/5840/872.3.full.html,A Kick in the Kidneys,Stella M. Hurtley,Biomedicine,"J. Clin. Invest. 117, 2095 (2007)",NA
/content/317/5840/twil,/sci/317/5840/872.4.full.html,Slip Sliding Away,Joanne Baker,Geophysics,"Geophys. Res. Lett. 34, L14311 (2007)",NA
/content/317/5840/twil,/sci/317/5840/873.1.full.html,Trop Chaud?,H. Jesse Smith,Climate Science,"J. Geophys. Res. 112, D15103 (2007)",NA
/content/317/5840/twil,/sci/317/5840/873.2.full.html,A Regulatory Trio,Stephen J. Simpson,Immunology,"J. Clin. Invest. 117, 10.1172/JCI31911 (2007)",10.1172/JCI31911
/content/317/5840/twil,/sci/317/5840/873.3.full.html,Studying Ions in Depth,Gilbert Chin,Biochemistry,"Proc. Natl. Acad. Sci. U.S.A. 104, 12761 (2007)",NA
/content/317/5840/twil,/sci/317/5840/873.3.full.html,Studying Ions in Depth,Gilbert Chin,Biochemistry,"Nature 448, 10.1038/nature06038 (2007)",10.1038/nature06038
/content/317/5841/twil,/sci/317/5841/1010.1.full.html,Replenishing the Power Stations,Stella M. Hurtley,Neuroscience,"Cell 130, 548 (2007)",NA
/content/317/5841/twil,/sci/317/5841/1010.2.full.html,The Sign of Four,Guy Riddihough,Molecular Biology,"PLoS Biol. 5, e218 (2007)",NA
/content/317/5841/twil,/sci/317/5841/1010.3.full.html,Three in a Column,Jake Yeston,Chemistry,"J. Am. Chem. Soc. 129, 10.1021/ja072682x (2007)",10.1021/ja072682x
/content/317/5841/twil,/sci/317/5841/1010.4.full.html,An Inside View of Weaving,Marc S. Lavine,Materials Science,"Appl. Phys. Lett. 91, 044102 (2007)",NA
/content/317/5841/twil,/sci/317/5841/1011.1.full.html,Sublimed Clusters,Phil Szuromi,Materials Science,"Nat. Nanotechnol. 2, 486 (2007)",NA
/content/317/5841/twil,/sci/317/5841/1011.2.full.html,The Whole Is the Sum of the Parts,Andrew M. Sugden,Ecology/Evolution,"Proc. R. Soc. London B 274, 10.1098/rspb.2007.0674 (2007)",10.1098/rspb.2007.0674
/content/317/5841/twil,/sci/317/5841/1011.3.full.html,Hyperactive Antimicrobials,Nancy R. Gough,Stke,"Nat. Med. 13, 975 (2007)",NA
/content/317/5842/twil,/sci/317/5842/1147.1.full.html,No Skimming Allowed,Guy Riddihough,Biomechanics,"PLoS Biol. 5, e204 (2007)",NA
/content/317/5842/twil,/sci/317/5842/1147.2.full.html,Timing is Everything,Paula A. Kiberstis,Biomedicine,"J. Am. Med. Assoc. 298, 743 (2007)",NA
/content/317/5842/twil,/sci/317/5842/1147.3.full.html,Wearing One's Own Coat,Stephen J. Simpson,Immunology,"Immunity 27, 10.1016/j.immuni.2007.06.008 (2007)",10.1016/j.immuni.2007.06.008
/content/317/5842/twil,/sci/317/5842/1149.1.full.html,Networked Polyhedra,Phil Szuromi,Chemistry,"J. Am. Chem. Soc. 129, 10076 (2007)",NA
/content/317/5842/twil,/sci/317/5842/1149.2.full.html,Playing with Mirrors,Gilbert Chin,Neuroscience,"J. Neurophysiol. 98, 10.1152/jn.00238.2007 (2007)",10.1152/jn.00238.2007
/content/317/5842/twil,/sci/317/5842/1149.3.full.html,Change in the Water,H. Jesse Smith,Climate Science,"Paleoceanography 22, 10.1029/2006PA001384 (2007)",10.1029/2006PA001384
/content/317/5842/twil,/sci/317/5842/1149.4.full.html,Harmonizing High Harmonics,Ian S. Osborne,Physics,"Phys. Rev. Lett. 99, 53902 (2007)",NA
/content/317/5843/twil,/sci/317/5843/1295.1.full.html,Globalization via Drift,NA,Ecology/Evolution,"J. Biogeogr. 34, 10.1111/j.1365-2699.2007.01755.x (2007)",10.1111/j.1365-2699.2007.01755.x
