article_key,title,topic,citation,doi
/articles/479008b,Satellites spot nuclear tests,NA,Geophys. Res. Lett. 10.1029/2011GL049430 (2011),https://doi.org/10.1029/2011GL049430
/articles/479008c,Breathing easier with stem cells,NA,"Cell 147, 525–538 (2011)",https://doi.org/10.1016/j.cell.2011.10.001
/articles/479008d,First European Ebola-like virus,NA,"PLoS Pathog. 7, e1002304 (2011)",https://doi.org/10.1371/journal.ppat.1002304
/articles/479008e,Fast track to blood thinner,NA,"Science 334, 498–501 (2011)",https://doi.org/10.1126/science.1207478
/articles/479009a,Fats boost python hearts after meal,NA,"Science 334, 528–531 (2011)",https://doi.org/10.1126/science.1210558
/articles/479009b,Immune system's bacterial shepherd,NA,https://doi.org/10.1038/479009b,https://doi.org/10.1038/479009b
/articles/479009c,Sterile males for mosquito control,NA,https://doi.org/10.1038/479009c,https://doi.org/10.1038/479009c
/articles/479009d,When sand dunes collide,NA,https://doi.org/10.1038/479009d,https://doi.org/10.1038/479009d
/articles/479009e,Vertigo in the MRI machine,NA,"Curr. Biol. 21, 1635–1640 (2011)",https://doi.org/10.1016/j.cub.2011.08.029
/articles/478430a,New origins for old plants,NA,Science 10.1126/science.1209926 (2011),https://doi.org/10.1126/science.1209926
/articles/478430b,Pups' smell tunes mum's hearing,NA,"Neuron 72, 357–369 (2011)",https://doi.org/10.1016/j.neuron.2011.08.019
/articles/478430c,Antibody beats emerging virus,NA,"Sci. Transl. Med. 3, 105ra103 (2011)",https://doi.org/10.1126/scitranslmed.3002901
/articles/478430d,Predators can kill by presence alone,NA,"Ecology 92, 2043–2048 (2011)",https://doi.org/10.1890/11-0455.1
/articles/478430e,Ice in the outer reaches,NA,"Science 334, 338–340 (2011)",https://doi.org/10.1126/science.1208931
/articles/478431a,Tools don't make for brainy birds,NA,"Anim. Behav. 82, 945–956 (2011)",https://doi.org/10.1016/j.anbehav.2011.07.032
/articles/478431b,A sirtuin helps cells divide,NA,"Cancer Cell 20, 487–499 (2011)",https://doi.org/10.1016/j.ccr.2011.09.004
/articles/478431c,New neurons detail memories,NA,"J. Neurosci. 31, 15113–15127 (2011)",https://doi.org/10.1523/JNEUROSCI.3432-11.2011
/articles/478431d,From Africa to Amazonia,NA,Proc. R. Soc. B 10.1098/rspb.2011.1732 (2011),https://doi.org/10.1098/rspb.2011.1732
/articles/478431e,Wipe-on water repellent,NA,"Langmuir 27, 12585–12590 (2011)",https://doi.org/10.1021/la2018264
/articles/478288a,Mole-rat's toothy tale,NA,Proc. Natl Acad. Sci. USA 10.1073/pnas.1109615108 (2011),https://doi.org/10.1073/pnas.1109615108
/articles/478288b,Switch the pain for an itch,NA,"Cell 147, 447–458 (2011)",https://doi.org/10.1016/j.cell.2011.08.043
/articles/478288c,Molecular clues to infertility,NA,Nature Med. 10.1038/nm.2498 (2011),https://doi.org/10.1038/nm.2498
/articles/478288d,Vitamin D to fight tuberculosis,NA,"Sci. Transl. Med. 3, 104ra102 (2011)",https://doi.org/10.1126/scitranslmed.3003045
/articles/478288e,Two-faced cancer gene,NA,Genes Dev. 10.1101/gad.17276711 (2011),https://doi.org/10.1101/gad.17276711
/articles/478289a,HIV meets its antibody match,NA,Science 10.1126/science.1213256 (2011),https://doi.org/10.1126/science.1213256
/articles/478289b,Organic farms flourish in the rain,NA,Ecol. Lett. 10.1111/j.1461-0248.2011.01699.x (2011),https://doi.org/10.1111/j.1461-0248.2011.01699.x
/articles/478289c,Gene signature links to drug target,NA,Cancer Cell 10.1016/j.ccr.2011.08.023 (2011),https://doi.org/10.1016/j.ccr.2011.08.023
/articles/478289d,A way to save sickle cells,NA,Science 10.1126/science.1211053 (2011),https://doi.org/10.1126/science.1211053
/articles/478289e,Blister pack of graphene,NA,"Appl. Phys. Lett. 99, 093103 (2011)",https://doi.org/10.1063/1.3631632
/articles/478158a,Culls won't save Tasmanian devils,NA,J. Appl. Ecol. 10.1111/j.1365-2664.2011.02060.x (2011),https://doi.org/10.1111/j.1365-2664.2011.02060.x
/articles/478158b,Parkinson's propagator,NA,"Neuron 72, 57–71 (2011)",https://doi.org/10.1016/j.neuron.2011.08.033
/articles/478158c,Sugar and shake sensor power,NA,Angew. Chem. 10.1002/anie.201104197 (2011),https://doi.org/10.1002/anie.201104197
/articles/478158d,Foreshadows of climates past,NA,Science 10.1126/science.1210173 (2011),https://doi.org/10.1126/science.1210173
/articles/478159a,These fins were made for walking,NA,"PLoS Biol. 9, e1001168 (2011)",https://doi.org/10.1371/journal.pbio.1001168
/articles/478159b,How a bacterium grabs the gut,NA,J. Exp. Med. 10.1084/jem.20110560 (2011),https://doi.org/10.1084/jem.20110560
/articles/478159c,A mirage of invisibility,NA,"Nanotechnology 22, 435704 (2011)",https://doi.org/10.1088/0957-4484/22/43/435704
/articles/478159d,Stress alters brain connections,NA,Proc. Natl Acad. Sci. USA 10.1073/pnas.1103318108 (2011),https://doi.org/10.1073/pnas.1103318108
/articles/478159e,Plastic from clothing hits shorelines,NA,Environ. Sci. Technol. 10.1021/es201811s (2011),https://doi.org/10.1021/es201811s
/articles/478008a,A maglev construction kit,NA,"Adv. Mater. 23, 4134–4140 (2011)",https://doi.org/10.1002/adma.201101917
/articles/478008b,A cancer–memory connection,NA,Dev. Cell 10.1016/j.devcel.2011.08.009 (2011),https://doi.org/10.1016/j.devcel.2011.08.009
/articles/478008c,Adding bite to hominin history,NA,"J. Hum. Evol. 61, 363–376 (2011)",https://doi.org/10.1016/j.jhevol.2011.04.009
/articles/478008d,When fat droplets fatten,NA,Cell Metab. 10.1016/j.cmet.2011.07.013 (2011),https://doi.org/10.1016/j.cmet.2011.07.013
/articles/478009a,Following frogs as they flee,NA,Ecol. Lett. 10.1111/j.1461-0248.2011.01681.x (2011),https://doi.org/10.1111/j.1461-0248.2011.01681.x
/articles/478009b,'Braille code' for cell growth,NA,Proc. Natl Acad. Sci. USA 10.1073/pnas.1109861108 (2011),https://doi.org/10.1073/pnas.1109861108
/articles/478009c,Autism in a mouse,NA,"Cell 147, 235–246 (2011)",https://doi.org/10.1016/j.cell.2011.08.040
/articles/478009d,How sounds make goldfish skittish,NA,"J. Exp. Biol. 214, 3358–3367 (2011)",https://doi.org/10.1242/jeb.052894
/articles/478009e,Why the Atlantic is so hot,NA,Geophys. Res. Lett. 10.1029/2011GL048856 (2011),https://doi.org/10.1029/2011GL048856
/articles/477512a,Bowheads mingle in Northwest Passage,NA,Biol. Lett. 10.1098/rsbl.2011.0731 (2011),https://doi.org/10.1098/rsbl.2011.0731
/articles/477512b,How stem cells fight chemo,NA,"Cancer Cell 20, 370–383 (2011)",https://doi.org/10.1016/j.ccr.2011.08.010
/articles/477512c,Redefining the kilogram,NA,N. J. Phys. 10.1088/1367-2630/13/9/093026 (2011),https://doi.org/10.1088/1367-2630/13/9/093026
/articles/477512d,Denisovan dispersal details,NA,Am. J. Hum. Genet. 10.1016/j.ajhg.2011.09.005 (2011),https://doi.org/10.1016/j.ajhg.2011.09.005
/articles/477513a,How soft is your nanomaterial?,NA,"Scripta Materialia 65, 735–738 (2011)",https://doi.org/10.1016/j.scriptamat.2011.07.020
/articles/477513b,DNA replication catastrophe,NA,"Cell 146, 889–903 (2011)",https://doi.org/10.1016/j.cell.2011.07.042
/articles/477513c,Dirt sequence for animal survey,NA,Mol. Ecol. 10.1111/j.1365-294x.2011.05261.x (2011),https://doi.org/10.1111/j.1365-294x.2011.05261.x
/articles/477513d,Ocean depths store heat,NA,Nature Clim. Change 10.1038/nclimate1229 (2011),https://doi.org/10.1038/nclimate1229
/articles/477513e,Sequencing a family affair,NA,"PLoS Genet. 7, e1002280 (2011)",https://doi.org/10.1371/journal.pgen.1002280
/articles/477513f,"Woodlice and humidity, 74 years on",NA,https://doi.org/10.1038/477513f,https://doi.org/10.1038/477513f
/articles/477372a,Frogs fog up to absorb water,NA,Am. Nat. 10.1086/661908 (2011),https://doi.org/10.1086/661908
/articles/477372b,DNA is as elastic as nylon,NA,"Phys. Rev. Lett. 107, 088102 (2011)",https://doi.org/10.1103/PhysRevLett.107.088102
/articles/477372c,Tumours light up in surgery,NA,Nature Med. 10.1038/nm.2472 (2011),https://doi.org/10.1038/nm.2472
/articles/477372d,T cell makes nerve molecule,NA,Science 10.1126/science.1209985 (2011),https://doi.org/10.1126/science.1209985
/articles/477373a,A planet with two suns,NA,"Science 333, 1602–1606 (2011)",https://doi.org/10.1126/science.1210923
/articles/477373b,Heart attack hits bone marrow,NA,"Sci. Transl. Med. 3, 100ra90 (2011)",https://doi.org/10.1126/scitranslmed.3002814
/articles/477373c,El Niño in a warming world,NA,Geophys. Res. Lett. 10.1029/2011GL048635 (2011),https://doi.org/10.1029/2011GL048635
/articles/477373d,Calming the cytokine storm,NA,"Cell 146, 980–991 (2011)",https://doi.org/10.1016/j.cell.2011.08.015
/articles/477373e,Online gamers solve structure,NA,Nature Struct. Mol. Biol. 10.1038/nsmb.2119 (2011),https://doi.org/10.1038/nsmb.2119
/articles/477373f,Graphene lets LEDs stretch,NA,Nano Lett. 10.1021/nl202000u (2011),https://doi.org/10.1021/nl202000u
/articles/477252a,A mixture of old and new,NA,1402–1407,https://doi.org/10.1126/science.1203922
/articles/477252b,Infidelity yields better offspring,NA,Proc. R. Soc. B 10.1098/rspb.2011.1547 (2011),https://doi.org/10.1098/rspb.2011.1547
/articles/477252c,Cell death from failure of DNA fix,NA,"J. Neurosci. 31, 12543–12553 (2011)",https://doi.org/10.1523/JNEUROSCI.1589-11.2011
/articles/477252d,Stomach bacteria break DNA strands,NA,"Proc. Natl Acad. Sci. USA 108, 14944–14949 (2011)",https://doi.org/10.1073/pnas.1100959108
/articles/477253a,Catalysis on a chip,NA,"Science 333, 1423–1427 (2011)",https://doi.org/10.1126/science.1207922
/articles/477253b,Reefs wrecked by shipwrecks,NA,ISME J. 10.1038/ismej.2011.114 (2011),https://doi.org/10.1038/ismej.2011.114
/articles/477253c,Chemical warfare among cane toads,NA,Biol. Lett. 10.1098/rsbl.2011.0794 (2011),https://doi.org/10.1098/rsbl.2011.0794
/articles/477253d,Mobile imaging of the mouse brain,NA,Nature Meth. 10.1038/nmeth.1694 (2011),https://doi.org/10.1038/nmeth.1694
/articles/477253e,Biological clocks work in the dark,NA,"PLoS Biol. 9, e1001142 (2011)",https://doi.org/10.1371/journal.pbio.1001142
/articles/477253f,A long history of Icelandic ash,NA,"Geology 39, 887–890 (2011)",https://doi.org/10.1130/G32146.1
/articles/477134a,Enduring herb improves with age,NA,J. Ecol. 10.1111/j.1365-2745.2011.01871.x (2011),https://doi.org/10.1111/j.1365-2745.2011.01871.x
/articles/477134b,Repairing cells' disposal system,NA,Dev. Cell 10.1016/j.devcel.2011.07.016 (2011),https://doi.org/10.1016/j.devcel.2011.07.016
/articles/477134c,"Zap a molecule, make it spin",NA,Nature Nanotechnol. 10.1038/NNANO.2011.142 (2011),https://doi.org/10.1038/NNANO.2011.142
/articles/477134d,Diet dictates gut bacteria,NA,Science 10.1126/science.1208344 (2011),https://doi.org/10.1126/science.1208344
/articles/477135a,Migration encoded in teeth,NA,Am. J. Phys. Anthropol. 10.1002/ajpa.21585 (2011),https://doi.org/10.1002/ajpa.21585
/articles/477135b,A taste map of the brain,NA,"Science 333, 1262–1266 (2011)",https://doi.org/10.1126/science.1204076
/articles/477135c,Saving species with stem cells?,NA,Nature Methods 10.1038/NMETH.1706 (2011),https://doi.org/10.1038/NMETH.1706
/articles/477135d,A waterproof memory device,NA,Adv. Mater. 10.1002/adma.201101580 (2011),https://doi.org/10.1002/adma.201101580
/articles/477135e,Competition counts,NA,Ecol. Lett. 10.1111/j.1461-0248.2011.01673.x (2011),https://doi.org/10.1111/j.1461-0248.2011.01673.x
/articles/477135f,Stem cells spawn sperm cells,NA,"Cell 146, 519–532 (2011)",https://doi.org/10.1016/j.cell.2011.06.052
/articles/477008a, The secret life of seals,NA,"Anim. Behav. 82, 445–451 (2011)",https://doi.org/10.1016/j.anbehav.2011.06.006
/articles/477008b, Quick-cook nanotubes,NA,"Chem. Commun. 47, 9912–9914 (2011)",https://doi.org/10.1039/c1cc13359d
/articles/477008c, Facile fluorine functionality,NA,Proc. Natl Acad. Sci. USA 10.1073/pnas.1109059108 (2011),https://doi.org/10.1073/pnas.1109059108
/articles/477008d, Long-term fix for SCID kids,NA,"Sci. Transl. Med. 3, 97ra79; (2011)",https://doi.org/10.1126/scitranslmed.3002715
/articles/477009a, Where the radiation went,NA,Geophys. Res. Lett. 10.1029/2011GL048689 (2011),https://doi.org/10.1029/2011GL048689
/articles/477009b, Bacteria engineered to kill,NA,"Mol. Syst. Biol. 7, 521 (2011)",https://doi.org/10.1038/msb.2011.55
/articles/477009c, Supersizing a supercapacitor,NA,Energy Environ. Sci. 10.1039/c1ee01841h (2011),https://doi.org/10.1039/c1ee01841h
/articles/477009d, 'Pioneer anomaly' not so anomalous,NA,"Phys. Rev. Lett. 107, 081103 (2011)",https://doi.org/10.1103/PhysRevLett.107.081103
/articles/477009e, A story of chromosome number,NA,"PLoS Genet. 7, e1002190 (2011)",https://doi.org/10.1371/journal.pgen.1002190
/articles/476374a,Down and trout in 2080,NA,Proc. Natl Acad. Sci. USA 10.1073/pnas.1103097108 (2011),https://doi.org/10.1073/pnas.1103097108
/articles/476374b,Infected faeces kill coral,NA,"PLoS One 6, e23468 (2011)",https://doi.org/10.1371/journal.pone.0023468
/articles/476374c,Nanotube chemistry,NA,Nature Chem. 10.1038/NCHEM.1115 (2011),https://doi.org/10.1038/NCHEM.1115
/articles/476374d,Penguins dive without delay,NA,"J. Exp. Biol. 214, 2854–2863 (2011)",https://doi.org/10.1242/jeb.055723
/articles/476374e,Salmonella succeed in beta,NA,Nature Chem. Biol. 10.1038/NCHEMBIO.632 (2011),https://doi.org/10.1038/NCHEMBIO.632
/articles/476375a,Rivers and trees evolve together,NA,Nature Geosci. 10.1038/ngeo1237 (2011),https://doi.org/10.1038/ngeo1237
/articles/476375b,Beyond the bullseye,NA,"Cancer Cell 20, 158–172 (2011)",https://doi.org/10.1016/j.ccr.2011.07.011
/articles/476375c,Switching up spin,NA,"Appl. Phys. Lett. 99, 063108 (2011)",https://doi.org/10.1063/1.3624900
/articles/476375d,Mapping reef stress,NA,"PLoS One 6, e23064 (2011)",https://doi.org/10.1371/journal.pone.0023064
/articles/476375e,RNA's secret language,NA,"Cell 146, 353–358 (2011)",https://doi.org/10.1016/j.cell.2011.07.014
/articles/476254a,Skin-deep electronics,NA,"Science 333, 838–843 (2011)",https://doi.org/10.1126/science.1206157
/articles/476254b,Russian doll-style symbiosis,NA,Curr. Biol. 10.1016/j.cub.2011.06.051 (2011),https://doi.org/10.1016/j.cub.2011.06.051
/articles/476254c,The north–south connection,NA,"Geology 39, 859–862 (2011)",https://doi.org/10.1130/G32029.1
/articles/476254d,Sugar sweetens cell cooperation,NA,"PLoS Biol. 9, e1001122 (2011)",https://doi.org/10.1371/journal.pbio.1001122
/articles/476255a,A map of gene copy numbers,NA,Nature Genet. 10.1038/ng.909 (2011),https://doi.org/10.1038/ng.909
/articles/476255b,Double hit from small molecules,NA,"Sci. Transl. Med. 3, 95ra74 (2011)",https://doi.org/10.1126/scitranslmed.3002530
/articles/476255c,Embryo rhythm predicts success,NA,"Nature Commun. 2, 417 (2011)",https://doi.org/10.1038/ncomms1424
/articles/476255d,Prion-like immune trigger,NA,"Cell 146, 448–461 (2011)",https://doi.org/10.1016/j.cell.2011.06.041
/articles/476255e,Why unrelated wasps help,NA,"Science 333, 874–876 (2011)",https://doi.org/10.1126/science.1205140
/articles/476255f,Water + acid + graphene = power,NA,"Nano Lett. 11, 3123–3127 (2011)",https://doi.org/10.1021/nl2011559
/articles/476128a,Louisiana marsh restoration has failed,NA,Geophys. Res. Lett. 10.1029/2011GL047847 (2011),https://doi.org/10.1029/2011GL047847
/articles/476128b,Ten thousand Kims of Korea,NA,"N. J. Phys. 13, 073036 (2011)",https://doi.org/10.1088/1367-2630/13/7/073036
/articles/476128c,Poisonous surprise for predators,NA,Proc. R. Soc. B 10.1098/rspb.2011.1169 (2011),https://doi.org/10.1098/rspb.2011.1169
/articles/476128d,Hungry cells eat from within,NA,"Cell Metab. 14, 173–183 (2011)",https://doi.org/10.1016/j.cmet.2011.06.008
/articles/476129a,Biofilm for yeast sex,NA,"PLoS Biol. 9, e1001117 (2011)",https://doi.org/10.1371/journal.pbio.1001117
/articles/476129b,Alzheimer's in a dish,NA,"Cell 146, 359–371 (2011)",https://doi.org/10.1016/j.cell.2011.07.007
/articles/476129c,Fabric that puts out fire,NA,Adv. Mater. 10.1002/adma.201101871 (2011),https://doi.org/10.1002/adma.201101871
/articles/476129d,Placenta protects the brain,NA,Proc. Natl Acad. Sci. USA 10.1073/pnas.1106022108 (2011),https://doi.org/10.1073/pnas.1106022108
/articles/476129e,Hot cities heat up China,NA,J. Geophys. Res. 10.1029/2010JD015452 (2011),https://doi.org/10.1029/2010JD015452
/articles/476008a,A leaf that's loud and proud,NA,"Science 333, 631–633 (2011)",https://doi.org/10.1126/science.1204210
/articles/476008b,Chimp brains don't shrink,NA,Proc.NatlAcad.Sci.USAhttp://dx.doi.org/10.1073/pnas.1016709108(2011),https://doi.org/10.1073/pnas.1016709108
/articles/476008c,A trilobite's footprint,NA,Paläontol.Z.http://dx.doi.org/10.1007/s12542-011-0102-4(2011),https://doi.org/10.1007/s12542-011-0102-4
/articles/476008d,Rapid HIV test for remote areas,NA,NatureMed.http://dx.doi.org/10.1038/nm.2408(2011),https://doi.org/10.1038/nm.2408
/articles/476008e,Breast-cancer weaknesses found,NA,CancerDiscov.http://dx.doi.org/10.1158/2159-8290.CD-11-0107(2011),https://doi.org/10.1158/2159-8290.CD-11-0107
/articles/476009a,Butterfly wings turned to metal,NA,Angew.Chem.Int.Ednhttp://dx.doi.org/10.1002/anie.201103505(2011),https://doi.org/10.1002/anie.201103505
/articles/476009b,Welcome to the neighbourhood,NA,"Astron. Astrophys. 532, L5 (2011)",https://doi.org/10.1051/0004-6361/201117297
/articles/476009c,An antibody for all flu strains,NA,Sciencehttp://dx.doi.org/10.1126/science.1205669(2011),https://doi.org/10.1126/science.1205669
/articles/476009d,Pollination drives floral clock,NA,Ecol.Lett.http://dx.doi.org/10.1111/j.1461-0248.2011.01654.x(2011),https://doi.org/10.1111/j.1461-0248.2011.01654.x
/articles/476009e,Iron nanoparticles into blood,NA,"Langmuir 27, 8990–8997 (2011)",https://doi.org/10.1021/la201652h
/articles/475426a,Air pollutants make a comeback,NA,NatureClim.Changehttp://dx.doi.org/10.1038/nclimate1167(2011),https://doi.org/10.1038/nclimate1167
/articles/475426b,Edited stem cells yield healthy mice,NA,"PLoS Biol. 9, e1001099 (2011)",https://doi.org/10.1371/journal.pbio.1001099
/articles/475426c,Shape-shifter forms box in water,NA,Nano.Lett.http://dx.doi.org/10.1021/nl201503e(2011),https://doi.org/10.1021/nl201503e
/articles/475426d,How blasts hurt the brain,NA,"PLoS ONE 6, e22899 (2011)",https://doi.org/10.1371/journal.pone.0022899
/articles/475427a,Soft optics from organic gels,NA,Angew.Chem.Int.Ednhttp://dx.doi.org/10.1002/anie.201103584(2011),https://doi.org/10.1002/anie.201103584
/articles/475427b,Target for blocking cocaine,NA,NatureNeurosci.http://dx.doi.org/10.1038/nn.2874(2011),https://doi.org/10.1038/nn.2874
/articles/475427c,Another origin of domestic dogs,NA,"J. Archaeol. Sci. 38, 2123–2140 (2011)",https://doi.org/10.1016/j.jas.2011.02.028
/articles/475427d,Microtubules beat in sync,NA,"Science 333, 456–459 (2011)",https://doi.org/10.1126/science.1203963
/articles/475427e,Bacteria whip around corners,NA,Proc.NatlAcad.Sci.USAhttp://dx.doi.org/10.1073/pnas.1105073108(2011),https://doi.org/10.1073/pnas.1105073108
/articles/475427f,Customer data aid Parkinson's study,NA,"PLoS Genet. 7, e1002141 (2011)",https://doi.org/10.1371/journal.pgen.1002141
/articles/475268a,Carbon parks in the city,NA,J. Appl. Ecol. doi:10.1111/j.1365-2664.2011.02021.x (2011),https://doi.org/10.1111/j.1365-2664.2011.02021.x
/articles/475268b,Bacteria 'blink' to expel molecules,NA,"Science 333, 345–348 (2011)",https://doi.org/10.1126/science.1204763
/articles/475268c,Learning lizards make smart moves,NA,Biol. Lett. doi:10.1098/rsbl.2011.0480 (2011),https://doi.org/10.1098/rsbl.2011.0480
/articles/475268d,Antibody search hits gold,NA,Science doi:10.1126/science.1207227 (2011),https://doi.org/10.1126/science.1207227
/articles/475269a,Mix-and-match for meningitis,NA,"Sci. Transl. Med. 3, 91ra62 (2011)",https://doi.org/10.1126/scitranslmed.3002234
/articles/475269b,DNA-inspired polymerization,NA,Angew. Chem. Int. Edn doi:10.1002/anie.201102834 (2011),https://doi.org/10.1002/anie.201102834
/articles/475269c,Tissues stretch to let tumours move,NA,Cell doi:10.1016/j.cell.2011.05.040 (2011),https://doi.org/10.1016/j.cell.2011.05.040
/articles/475269d,Bridging the dino gap,NA,Biol. Lett. doi:10.1098/rsbl.2011.0470 (2011),https://doi.org/10.1098/rsbl.2011.0470
/articles/475269e,Graphene textiles for energy storage,NA,Nano Lett. doi:10.1021/nl2013828 (2011),https://doi.org/10.1021/nl2013828
/articles/475142a,Galactic dust from exploding stars,NA,Science doi:10.1126/science.1205983 (2011),https://doi.org/10.1126/science.1205983
/articles/475142b,Crystal ball for flu vaccines,NA,Nature Immunol. doi:10.1038/ni.2067 (2011),https://doi.org/10.1038/ni.2067
/articles/475142c,How the mole got its 'thumb',NA,Biol. Lett. doi:10.1098/rsbl.2011.0494 (2011),https://doi.org/10.1098/rsbl.2011.0494
/articles/475142d,Defects from stunted neurites,NA,"PLoS Genet. 7, e1002145 (2011)",https://doi.org/10.1371/journal.pgen.1002145
/articles/475142e,Pushing back on drug resistance,NA,"Sci. Transl. Med. 3, 90ra59 (2011)",https://doi.org/10.1126/scitranslmed.3002356
/articles/475143a,Phase-shifters magnified,NA,"Science 333, 206–209 (2011)",https://doi.org/10.1126/science.1204713
/articles/475143b,Virus detected upon entry,NA,Immunity doi:10.1016/j.immuni.2011.05.011 (2011),https://doi.org/10.1016/j.immuni.2011.05.011
/articles/475143c,The cooling effects of haze,NA,Proc. Natl Acad. Sci. USA doi:10.1073/pnas.1102467108 (2011),https://doi.org/10.1073/pnas.1102467108
/articles/475143d,Bad fat makes good,NA,"Cell Metab. 14, 67–79 (2011)",https://doi.org/10.1016/j.cmet.2011.04.013
/articles/475143e,New light shed on leaf growth,NA,"Genes Dev. 25, 1439–1450 (2011)",https://doi.org/10.1101/gad.631211
/articles/475008a, An ecological boost from climate change,NA,Geophys. Res. Lett. doi:10.1029/2011GL047212 (2011),https://doi.org/10.1029/2011GL047212
/articles/475008b, Ancient tooth tells of migration,NA,J. Hum. Evol. doi:10.1016/j.jhevol.2011.04.012 (2011),https://doi.org/10.1016/j.jhevol.2011.04.012
/articles/475008c, Birds eavesdrop to skirt chipmunks,NA,J. Anim. Ecol. doi:10.1111/j.1365-2656.2011.01869.x (2011),https://doi.org/10.1111/j.1365-2656.2011.01869.x
/articles/475008d, Stressed genes are inherited,NA,"Cell 145, 1049–1061 (2011)",https://doi.org/10.1016/j.cell.2011.05.029
/articles/475009a," Low carb, low tumour growth",NA,"Cancer Res. 71, 4484–4493 (2011)",https://doi.org/10.1158/0008-5472.CAN-10-3973
/articles/475009b, Nuclear network detects fireball,NA,Geophys. Res. Lett. doi:10.1029/2011GL047633 (2011),https://doi.org/10.1029/2011GL047633
/articles/475009c, Extra warming near Greenland,NA,Nature Geosci. doi:10.1038/ngeo1189 (2011),https://doi.org/10.1038/ngeo1189
/articles/475009d, A key for bacterial entry,NA,Proc. Natl Acad. Sci. USA doi:10.1073/pnas.1102360108 (2011),https://doi.org/10.1073/pnas.1102360108
/articles/475009e, Protein brings death to myelin,NA,Nature Med. doi:10.1038/nm.2373 (2011),https://doi.org/10.1038/nm.2373
/articles/475009f, Barnacles help battle biofilms,NA,"Langmuir 27, 7065–7076 (2011)",https://doi.org/10.1021/la200620s
/articles/474544a, A jump on wireless power,NA,"Appl. Phys. Lett. 98, 254101 (2011)",https://doi.org/10.1063/1.3601927
/articles/474544b, Worldly dinosaurs roamed afar,NA,Biol. Lett. doi:10.1098/rsbl.2011.0466 (2011),https://doi.org/10.1098/rsbl.2011.0466
/articles/474544c, Algal synchronized swimming,NA,"J. Exp. Biol. 24, 2398–2408 (2011)",https://doi.org/10.1242/jeb.051094
/articles/474544d, Storms shift with climate change,NA,Clim. Dyn. doi:10.1007/s00382-011-1080-7 (2011),https://doi.org/10.1007/s00382-011-1080-7
/articles/474544e, Can humans sense magnetic fields?,NA,Nature Commun. doi:10.1038/ncomms1364 (2011),https://doi.org/10.1038/ncomms1364
/articles/474545a, True origin of true crocodiles,NA,Evolution doi:10.1111/j.1558-5646.2011.01373.x (2011),https://doi.org/10.1111/j.1558-5646.2011.01373.x
/articles/474545b, Ocean levels climbing faster,NA,Proc. Natl Acad. Sci. USA doi:10.1073/pnas.1015619108 (2011),https://doi.org/10.1073/pnas.1015619108
/articles/474545c, RNA scaffolds boost biosynthesis,NA,Science doi:10.1126/science.1206938 (2011),https://doi.org/10.1126/science.1206938
/articles/474545d, Scat evidence exonerates wolves,NA,Front. Ecol. Environ. doi:10.1890/100071 (2011),https://doi.org/10.1890/100071
/articles/474545e, How experience shapes the brain,NA,"Neuron 70, 908–923 (2011)",https://doi.org/10.1016/j.neuron.2011.05.022
/articles/474422a, Picking out the pika's origins,NA,Proc. R. Soc. B doi:10.1098/rspb.2011.0482 (2011),https://doi.org/10.1098/rspb.2011.0482
/articles/474422b, Cellular cues to compulsive eating,NA,"Cell Metab. 13, 720–728 (2011)",https://doi.org/10.1016/j.cmet.2011.03.021
/articles/474422c, Blaze marks star's violent death,NA,Science 10.1126/science.1207143 (2011),https://doi.org/10.1126/science.1207143
/articles/474422d, Senescence not so harmless,NA,Genes Dev. doi:10.1101/gad.625811 (2011),https://doi.org/10.1101/gad.625811
/articles/474423a, Male harassment can doom species,NA,"Am. Nat. 177, 780–791 (2011)",https://doi.org/10.1086/659947
/articles/474423b, A microscopist's litmus test,NA,J. Am. Chem. Soc. doi:10.1021/ja202902d (2011),https://doi.org/10.1021/ja202902d
/articles/474423c, When push comes to shove in cancer,NA,Cancer Discov. doi:10.1158/2159-8274.CD-11-0010 (2011),https://doi.org/10.1158/2159-8274.CD-11-0010
/articles/474423d, Cushion against acidification,NA,Geophys. Res. Lett. doi:10.1029/2011GL047720 (2011),https://doi.org/10.1029/2011GL047720
/articles/474423e, Air conditioning all in the nose,NA,Am. J. Phys. Anthropol. doi:10.1002/ajpa.21523 (2011),https://doi.org/10.1002/ajpa.21523
/articles/474423f, The voter's grey matter,NA,"Curr. Biol. 21, 677–680 (2011)",https://doi.org/10.1016/j.cub.2011.03.017
/articles/474254a, Fitter fish lead the pack,NA,Proc. R. Soc. B doi:10.1098/rspb.2011.1006 (2011),https://doi.org/10.1098/rspb.2011.1006
/articles/474254b, Targeted drug fights melanoma,NA,N. Engl. J. Med. doi:10.1056/NEJMoa1103782 (2011),https://doi.org/10.1056/NEJMoa1103782
/articles/474254c, Rainbow from a single LED,NA,Adv. Mater. doi:10.1002/adma.201100806 (2011,https://doi.org/10.1002/adma.201100806
/articles/474254d, Extended hunt for autism genes,NA,https://doi.org/10.1038/474254d,https://doi.org/10.1038/474254d
/articles/474255a, Mercury on the decline,NA,"Atmos. Chem. Phys. 11, 4779–4787 (2011)",https://doi.org/10.5194/acp-11-4779-2011
/articles/474255b, How nicotine curbs weight gain,NA,"Science 332, 1330–1332 (2011)",https://doi.org/10.1126/science.1201889
